query_id,query_text,input_tokens,chunk_ids_needed,shared_chunk_ids,unique_chunk_ids,num_chunks
18,Context: [RAG document ~1280 tokens] What are the water efficiency improvement targets by 2025?,1376,"[0, 1, 2, 3, 4, 22]","[0, 1, 2, 3, 4]",[22],6
19,Context: [RAG document ~1280 tokens] Explain the relationship with small-scale growers including volumes.,1376,"[0, 1, 2, 3, 4, 23]","[0, 1, 2, 3, 4]",[23],6
20,Context: [RAG document ~1280 tokens] What was the LTIFR for 2021?,1376,"[0, 1, 2, 3, 4, 24]","[0, 1, 2, 3, 4]",[24],6
21,Context: [RAG document ~1280 tokens] Describe the approach to human rights and child labor in supply chain.,1376,"[0, 1, 2, 3, 4, 25]","[0, 1, 2, 3, 4]",[25],6
22,Context: [RAG document ~1280 tokens] What were total hazardous and non-hazardous waste volumes in 2021?,1376,"[0, 1, 2, 3, 4, 26]","[0, 1, 2, 3, 4]",[26],6
23,Context: [RAG document ~1280 tokens] List the third-party certifications held such as ISO 45001.,1376,"[0, 1, 2, 3, 4, 27]","[0, 1, 2, 3, 4]",[27],6
24,Context: [RAG document ~1280 tokens] How does the company align with UN Sustainable Development Goals?,1376,"[0, 1, 2, 3, 4, 28]","[0, 1, 2, 3, 4]",[28],6
25,Context: [RAG document ~1280 tokens] What was the total revenue for the 2021 financial year?,1376,"[0, 1, 2, 3, 4, 29]","[0, 1, 2, 3, 4]",[29],6
26,Context: [RAG document ~1280 tokens] Explain the significance of the Sugar Industry Masterplan.,1376,"[0, 1, 2, 3, 4, 30]","[0, 1, 2, 3, 4]",[30],6
27,Context: [RAG document ~1280 tokens] Detail the training and development spend for employees in 2021.,1376,"[0, 1, 2, 3, 4, 31]","[0, 1, 2, 3, 4]",[31],6
28,Context: [RAG document ~1280 tokens] What are the primary climate change risks identified?,1376,"[0, 1, 2, 3, 4, 32]","[0, 1, 2, 3, 4]",[32],6
29,Context: [RAG document ~1280 tokens] Summarize the Success Management programme for performance.,1376,"[0, 1, 2, 3, 4, 33]","[0, 1, 2, 3, 4]",[33],6
30,Context: [RAG document ~1280 tokens] Who provides independent external assurance for the ESG report?,1376,"[0, 1, 2, 3, 4, 34]","[0, 1, 2, 3, 4]",[34],6
31,Context: [RAG document ~1280 tokens] What is the stated purpose of Implats in the 2023 ESG report?,1376,"[0, 1, 2, 3, 4, 35]","[0, 1, 2, 3, 4]",[35],6
32,Context: [RAG document ~1280 tokens] Name the managed operations in the Implats 2023 ESG report scope.,1376,"[0, 1, 2, 3, 4, 36]","[0, 1, 2, 3, 4]",[36],6
33,Context: [RAG document ~1280 tokens] What was the LTIFR for the Implats Group in 2023?,1376,"[0, 1, 2, 3, 4, 37]","[0, 1, 2, 3, 4]",[37],6
34,Context: [RAG document ~1280 tokens] Detail the total value distributed to stakeholders in 2023.,1376,"[0, 1, 2, 3, 4, 38]","[0, 1, 2, 3, 4]",[38],6
35,Context: [RAG document ~1280 tokens] What percentage of the Implats Board identifies as female?,1376,"[0, 1, 2, 3, 4, 39]","[0, 1, 2, 3, 4]",[39],6
36,Context: [RAG document ~1280 tokens] Summarize the CEO's statement on safety and zero harm.,1376,"[0, 1, 2, 3, 4, 40]","[0, 1, 2, 3, 4]",[40],6
37,Context: [RAG document ~1280 tokens] What are the three pillars of the Implats ESG framework?,1376,"[0, 1, 2, 3, 4, 41]","[0, 1, 2, 3, 4]",[41],6
38,Context: [RAG document ~1280 tokens] How much was invested in SED and community projects in 2023?,1376,"[0, 1, 2, 3, 4, 42]","[0, 1, 2, 3, 4]",[42],6
39,Context: [RAG document ~1280 tokens] Explain the double materiality principle in Implats ESG reports.,1376,"[0, 1, 2, 3, 4, 43]","[0, 1, 2, 3, 4]",[43],6
40,Context: [RAG document ~1280 tokens] What are the primary metals produced and their uses?,1376,"[0, 1, 2, 3, 4, 44]","[0, 1, 2, 3, 4]",[44],6
41,Context: [RAG document ~1280 tokens] Describe the 35MW solar PV project progress at Zimplats.,1376,"[0, 1, 2, 3, 4, 45]","[0, 1, 2, 3, 4]",[45],6
42,Context: [RAG document ~1280 tokens] What was the water recycling and reuse rate achieved in 2023?,1376,"[0, 1, 2, 3, 4, 46]","[0, 1, 2, 3, 4]",[46],6
43,Context: [RAG document ~1280 tokens] Detail the We Care programme support for employee families.,1376,"[0, 1, 2, 3, 4, 47]","[0, 1, 2, 3, 4]",[47],6
44,Context: [RAG document ~1280 tokens] What were key employee outcomes in wages and benefits in 2023?,1376,"[0, 1, 2, 3, 4, 48]","[0, 1, 2, 3, 4]",[48],6
45,Context: [RAG document ~1280 tokens] Explain the PS3 strategy and sustainability alignment.,1376,"[0, 1, 2, 3, 4, 49]","[0, 1, 2, 3, 4]",[49],6
46,Context: [RAG document ~1280 tokens] What is the carbon emissions reduction target by 2030?,1376,"[0, 1, 2, 3, 4, 50]","[0, 1, 2, 3, 4]",[50],6
47,Context: [RAG document ~1280 tokens] Describe SO2 abatement technology installation at Zimplats.,1376,"[0, 1, 2, 3, 4, 51]","[0, 1, 2, 3, 4]",[51],6
48,Context: [RAG document ~1280 tokens] What external ESG ratings were received from MSCI and S&P Global?,1376,"[0, 1, 2, 3, 4, 52]","[0, 1, 2, 3, 4]",[52],6
49,Context: [RAG document ~1280 tokens] How does Implats manage air quality and reduce emissions?,1376,"[0, 1, 2, 3, 4, 53]","[0, 1, 2, 3, 4]",[53],6
50,Context: [RAG document ~1280 tokens] Summarize the RBPlat acquisition significance for Western Limb.,1376,"[0, 1, 2, 3, 4, 54]","[0, 1, 2, 3, 4]",[54],6
