query_id,query_text,input_tokens,chunk_ids_needed,shared_chunk_ids,unique_chunk_ids,num_chunks
29,User 1 Question 9,2560,"[1, 4, 7, 10, 13, 16, 19, 22, 25, 28]","[1, 4, 7, 10, 13, 16, 19, 22, 25]",[28],10
30,User 2 Question 9,2560,"[2, 5, 8, 11, 14, 17, 20, 23, 26, 29]","[2, 5, 8, 11, 14, 17, 20, 23, 26]",[29],10
31,User 0 Question 10,2816,"[0, 3, 6, 9, 12, 15, 18, 21, 24, 27, 30]","[0, 3, 6, 9, 12, 15, 18, 21, 24, 27]",[30],11
32,User 1 Question 10,2816,"[1, 4, 7, 10, 13, 16, 19, 22, 25, 28, 31]","[1, 4, 7, 10, 13, 16, 19, 22, 25, 28]",[31],11
33,User 2 Question 10,2816,"[2, 5, 8, 11, 14, 17, 20, 23, 26, 29, 32]","[2, 5, 8, 11, 14, 17, 20, 23, 26, 29]",[32],11
34,User 0 Question 11,3072,"[0, 3, 6, 9, 12, 15, 18, 21, 24, 27, 30, 33]","[0, 3, 6, 9, 12, 15, 18, 21, 24, 27, 30]",[33],12
35,User 1 Question 11,3072,"[1, 4, 7, 10, 13, 16, 19, 22, 25, 28, 31, 34]","[1, 4, 7, 10, 13, 16, 19, 22, 25, 28, 31]",[34],12
36,User 2 Question 11,3072,"[2, 5, 8, 11, 14, 17, 20, 23, 26, 29, 32, 35]","[2, 5, 8, 11, 14, 17, 20, 23, 26, 29, 32]",[35],12
37,User 0 Question 12,3072,"[3, 6, 9, 12, 15, 18, 21, 24, 27, 30, 33, 36]","[3, 6, 9, 12, 15, 18, 21, 24, 27, 30, 33]",[36],12
38,User 1 Question 12,3072,"[4, 7, 10, 13, 16, 19, 22, 25, 28, 31, 34, 37]","[4, 7, 10, 13, 16, 19, 22, 25, 28, 31, 34]",[37],12
39,User 2 Question 12,3072,"[5, 8, 11, 14, 17, 20, 23, 26, 29, 32, 35, 38]","[5, 8, 11, 14, 17, 20, 23, 26, 29, 32, 35]",[38],12
40,User 0 Question 13,3072,"[6, 9, 12, 15, 18, 21, 24, 27, 30, 33, 36, 39]","[6, 9, 12, 15, 18, 21, 24, 27, 30, 33, 36]",[39],12
41,User 1 Question 13,3072,"[7, 10, 13, 16, 19, 22, 25, 28, 31, 34, 37, 40]","[7, 10, 13, 16, 19, 22, 25, 28, 31, 34, 37]",[40],12
42,User 2 Question 13,3072,"[8, 11, 14, 17, 20, 23, 26, 29, 32, 35, 38, 41]","[8, 11, 14, 17, 20, 23, 26, 29, 32, 35, 38]",[41],12
43,User 0 Question 14,3072,"[9, 12, 15, 18, 21, 24, 27, 30, 33, 36, 39, 42]","[9, 12, 15, 18, 21, 24, 27, 30, 33, 36, 39]",[42],12
44,User 1 Question 14,3072,"[10, 13, 16, 19, 22, 25, 28, 31, 34, 37, 40, 43]","[10, 13, 16, 19, 22, 25, 28, 31, 34, 37, 40]",[43],12
45,User 2 Question 14,3072,"[11, 14, 17, 20, 23, 26, 29, 32, 35, 38, 41, 44]","[11, 14, 17, 20, 23, 26, 29, 32, 35, 38, 41]",[44],12
46,User 0 Question 15,3072,"[12, 15, 18, 21, 24, 27, 30, 33, 36, 39, 42, 45]","[12, 15, 18, 21, 24, 27, 30, 33, 36, 39, 42]",[45],12
47,User 1 Question 15,3072,"[13, 16, 19, 22, 25, 28, 31, 34, 37, 40, 43, 46]","[13, 16, 19, 22, 25, 28, 31, 34, 37, 40, 43]",[46],12
48,User 2 Question 15,3072,"[14, 17, 20, 23, 26, 29, 32, 35, 38, 41, 44, 47]","[14, 17, 20, 23, 26, 29, 32, 35, 38, 41, 44]",[47],12
49,User 0 Question 16,3072,"[15, 18, 21, 24, 27, 30, 33, 36, 39, 42, 45, 48]","[15, 18, 21, 24, 27, 30, 33, 36, 39, 42, 45]",[48],12
50,User 1 Question 16,3072,"[16, 19, 22, 25, 28, 31, 34, 37, 40, 43, 46, 49]","[16, 19, 22, 25, 28, 31, 34, 37, 40, 43, 46]",[49],12
51,User 2 Question 16,3072,"[17, 20, 23, 26, 29, 32, 35, 38, 41, 44, 47, 50]","[17, 20, 23, 26, 29, 32, 35, 38, 41, 44, 47]",[50],12
52,User 0 Question 17,3072,"[18, 21, 24, 27, 30, 33, 36, 39, 42, 45, 48, 51]","[18, 21, 24, 27, 30, 33, 36, 39, 42, 45, 48]",[51],12
53,User 1 Question 17,3072,"[19, 22, 25, 28, 31, 34, 37, 40, 43, 46, 49, 52]","[19, 22, 25, 28, 31, 34, 37, 40, 43, 46, 49]",[52],12
54,User 2 Question 17,3072,"[20, 23, 26, 29, 32, 35, 38, 41, 44, 47, 50, 53]","[20, 23, 26, 29, 32, 35, 38, 41, 44, 47, 50]",[53],12
55,User 0 Question 18,3072,"[21, 24, 27, 30, 33, 36, 39, 42, 45, 48, 51, 54]","[21, 24, 27, 30, 33, 36, 39, 42, 45, 48, 51]",[54],12
56,User 1 Question 18,3072,"[22, 25, 28, 31, 34, 37, 40, 43, 46, 49, 52, 55]","[22, 25, 28, 31, 34, 37, 40, 43, 46, 49, 52]",[55],12
57,User 2 Question 18,3072,"[23, 26, 29, 32, 35, 38, 41, 44, 47, 50, 53, 56]","[23, 26, 29, 32, 35, 38, 41, 44, 47, 50, 53]",[56],12
58,User 0 Question 19,3072,"[24, 27, 30, 33, 36, 39, 42, 45, 48, 51, 54, 57]","[24, 27, 30, 33, 36, 39, 42, 45, 48, 51, 54]",[57],12
59,User 1 Question 19,3072,"[25, 28, 31, 34, 37, 40, 43, 46, 49, 52, 55, 58]","[25, 28, 31, 34, 37, 40, 43, 46, 49, 52, 55]",[58],12
60,User 2 Question 19,3072,"[26, 29, 32, 35, 38, 41, 44, 47, 50, 53, 56, 59]","[26, 29, 32, 35, 38, 41, 44, 47, 50, 53, 56]",[59],12
61,User 0 Question 20,3072,"[27, 30, 33, 36, 39, 42, 45, 48, 51, 54, 57, 60]","[27, 30, 33, 36, 39, 42, 45, 48, 51, 54, 57]",[60],12
62,User 1 Question 20,3072,"[28, 31, 34, 37, 40, 43, 46, 49, 52, 55, 58, 61]","[28, 31, 34, 37, 40, 43, 46, 49, 52, 55, 58]",[61],12
63,User 2 Question 20,3072,"[29, 32, 35, 38, 41, 44, 47, 50, 53, 56, 59, 62]","[29, 32, 35, 38, 41, 44, 47, 50, 53, 56, 59]",[62],12
64,User 0 Question 21,3072,"[30, 33, 36, 39, 42, 45, 48, 51, 54, 57, 60, 63]","[30, 33, 36, 39, 42, 45, 48, 51, 54, 57, 60]",[63],12
65,User 1 Question 21,3072,"[31, 34, 37, 40, 43, 46, 49, 52, 55, 58, 61, 64]","[31, 34, 37, 40, 43, 46, 49, 52, 55, 58, 61]",[64],12
66,User 2 Question 21,3072,"[32, 35, 38, 41, 44, 47, 50, 53, 56, 59, 62, 65]","[32, 35, 38, 41, 44, 47, 50, 53, 56, 59, 62]",[65],12
67,User 0 Question 22,3072,"[33, 36, 39, 42, 45, 48, 51, 54, 57, 60, 63, 66]","[33, 36, 39, 42, 45, 48, 51, 54, 57, 60, 63]",[66],12
68,User 1 Question 22,3072,"[34, 37, 40, 43, 46, 49, 52, 55, 58, 61, 64, 67]","[34, 37, 40, 43, 46, 49, 52, 55, 58, 61, 64]",[67],12
69,User 2 Question 22,3072,"[35, 38, 41, 44, 47, 50, 53, 56, 59, 62, 65, 68]","[35, 38, 41, 44, 47, 50, 53, 56, 59, 62, 65]",[68],12
70,User 0 Question 23,3072,"[36, 39, 42, 45, 48, 51, 54, 57, 60, 63, 66, 69]","[36, 39, 42, 45, 48, 51, 54, 57, 60, 63, 66]",[69],12
71,User 1 Question 23,3072,"[37, 40, 43, 46, 49, 52, 55, 58, 61, 64, 67, 70]","[37, 40, 43, 46, 49, 52, 55, 58, 61, 64, 67]",[70],12
72,User 2 Question 23,3072,"[38, 41, 44, 47, 50, 53, 56, 59, 62, 65, 68, 71]","[38, 41, 44, 47, 50, 53, 56, 59, 62, 65, 68]",[71],12
